date,temperature,humidity,luminosity
2023-12-07 17:44:08.748,20.0,37.3,258
2023-12-07 17:44:07.740,20.0,37.3,258
2023-12-07 17:44:06.741,20.0,37.3,258
2023-12-07 17:44:05.733,20.0,37.4,258
2023-12-07 17:44:04.729,20.0,37.4,258
2023-12-07 17:44:03.722,20.0,37.5,258
2023-12-07 17:44:02.723,20.0,37.5,258
2023-12-07 17:44:01.715,20.0,37.5,258
2023-12-07 17:44:00.715,20.0,37.5,258
2023-12-07 17:43:59.708,20.0,37.6,258
2023-12-07 17:43:58.705,20.0,37.6,258
2023-12-07 17:43:57.697,20.0,37.6,252
2023-12-07 17:43:56.697,20.0,37.6,254
2023-12-07 17:43:55.690,20.0,37.7,254
2023-12-07 17:43:54.686,20.0,37.7,252
2023-12-07 17:43:53.679,20.0,37.8,256
2023-12-07 17:43:52.679,20.0,37.8,254
2023-12-07 17:43:51.672,20.0,37.9,254
2023-12-07 17:43:50.672,20.0,37.9,252
2023-12-07 17:43:49.664,20.0,37.9,254
2023-12-07 17:43:48.661,20.0,37.9,252
2023-12-07 17:43:47.653,20.0,38.0,256
2023-12-07 17:43:46.654,20.0,38.0,256
2023-12-07 17:43:45.646,20.0,37.9,254
2023-12-07 17:43:44.647,20.0,37.9,256
2023-12-07 17:43:43.639,20.0,37.8,252
2023-12-07 17:43:42.636,20.0,37.8,256
2023-12-07 17:43:41.628,20.0,37.4,252
2023-12-07 17:43:40.629,20.0,37.4,254
2023-12-07 17:43:39.621,20.0,37.6,252
2023-12-07 17:43:38.617,20.0,37.6,252
2023-12-07 17:43:37.610,20.0,37.5,252
2023-12-07 17:43:36.610,20.0,37.5,249
2023-12-07 17:43:35.602,20.0,37.4,245
2023-12-07 17:43:34.603,20.0,37.4,245
2023-12-07 17:43:33.596,20.0,37.5,247
2023-12-07 17:43:32.592,20.0,37.5,245
2023-12-07 17:43:31.584,20.0,37.4,247
2023-12-07 17:43:30.585,20.0,37.4,249
2023-12-07 17:43:29.577,20.0,37.4,249
2023-12-07 17:43:28.574,20.0,37.4,249
2023-12-07 17:43:27.567,20.0,37.4,250
2023-12-07 17:43:26.567,20.0,37.4,250
2023-12-07 17:43:25.559,20.0,37.4,249
2023-12-07 17:43:24.555,20.0,37.4,252
2023-12-07 17:43:23.548,20.0,37.2,247
2023-12-07 17:43:22.548,20.0,37.2,249
2023-12-07 17:43:21.541,20.0,37.2,249
2023-12-07 17:43:20.541,20.0,37.2,247
2023-12-07 17:43:19.534,20.0,37.2,245
2023-12-07 17:43:18.530,20.0,37.2,245
2023-12-07 17:43:17.523,20.0,37.1,245
2023-12-07 17:43:16.523,20.0,37.1,252
2023-12-07 17:43:15.515,20.0,37.1,250
2023-12-07 17:43:14.512,20.0,37.1,258
2023-12-07 17:43:13.504,20.0,37.1,258
2023-12-07 17:43:12.505,20.0,37.1,256
2023-12-07 17:43:11.497,20.0,37.1,260
2023-12-07 17:43:10.501,20.0,37.1,258
2023-12-07 17:43:09.494,20.0,37.1,258
2023-12-07 17:43:08.490,20.0,37.1,258
2023-12-07 17:43:07.482,20.0,37.2,258
2023-12-07 17:43:06.483,20.0,37.2,258
2023-12-07 17:43:05.476,20.0,37.3,258
2023-12-07 17:43:04.472,20.0,37.3,258
2023-12-07 17:43:03.464,20.0,37.3,258
2023-12-07 17:43:02.465,20.0,37.3,260
2023-12-07 17:43:01.457,20.0,37.4,260
2023-12-07 17:43:00.457,20.0,37.4,260
2023-12-07 17:42:59.450,20.0,37.6,258
2023-12-07 17:42:58.446,20.0,37.6,258
2023-12-07 17:42:57.439,20.0,37.7,258
2023-12-07 17:42:56.439,20.0,37.7,258
2023-12-07 17:42:55.432,20.0,37.9,250
2023-12-07 17:42:54.429,20.0,37.9,254
2023-12-07 17:42:53.420,20.0,38.2,252
2023-12-07 17:42:52.421,20.0,38.2,250
2023-12-07 17:42:51.414,20.0,38.3,250
2023-12-07 17:42:50.414,20.0,38.3,250
2023-12-07 17:42:49.407,20.0,38.5,250
2023-12-07 17:42:48.403,20.0,38.5,252
2023-12-07 17:42:47.396,20.0,38.4,252
2023-12-07 17:42:46.396,20.0,38.4,250
2023-12-07 17:42:45.388,20.0,38.1,249
2023-12-07 17:42:44.389,20.0,38.1,249
2023-12-07 17:42:43.381,20.0,37.7,249
2023-12-07 17:42:42.378,20.0,37.7,249
2023-12-07 17:42:41.370,20.0,37.5,250
2023-12-07 17:42:40.371,20.0,37.5,249
2023-12-07 17:42:39.363,20.0,37.2,249
2023-12-07 17:42:38.359,20.0,37.2,249
2023-12-07 17:42:37.352,20.0,37.1,247
2023-12-07 17:42:36.352,20.0,37.1,247
2023-12-07 17:42:35.345,20.0,37.1,249
2023-12-07 17:42:34.345,20.0,37.1,247
2023-12-07 17:42:33.338,20.0,37.1,247
2023-12-07 17:42:32.334,20.0,37.1,249
2023-12-07 17:42:31.327,20.0,37.1,249
2023-12-07 17:42:30.327,20.0,37.1,252
2023-12-07 17:42:29.319,20.0,37.1,252
2023-12-07 17:42:28.316,20.0,37.1,252
2023-12-07 17:42:27.308,20.0,37.1,254
2023-12-07 17:42:26.309,20.0,37.1,252
2023-12-07 17:42:25.301,20.0,37.1,252
2023-12-07 17:42:24.302,20.0,37.1,252
2023-12-07 17:42:23.294,20.0,37.0,252
2023-12-07 17:42:22.291,20.0,37.0,252
2023-12-07 17:42:21.283,20.0,36.9,250
2023-12-07 17:42:20.283,20.0,36.9,252
2023-12-07 17:42:19.276,20.0,36.9,250
2023-12-07 17:42:18.273,20.0,36.9,252
2023-12-07 17:42:17.264,20.0,37.0,252
2023-12-07 17:42:16.265,20.0,37.0,249
2023-12-07 17:42:15.257,20.0,37.1,245
2023-12-07 17:42:14.258,20.0,37.1,249
2023-12-07 17:42:13.251,20.0,37.2,256
2023-12-07 17:42:12.247,20.0,37.2,254
2023-12-07 17:42:11.239,20.0,37.2,256
2023-12-07 17:42:10.244,20.0,37.2,258
2023-12-07 17:42:09.237,20.0,37.1,254
2023-12-07 17:42:08.233,20.0,37.1,256
2023-12-07 17:42:07.225,20.0,37.1,254
2023-12-07 17:42:06.226,20.0,37.1,256
2023-12-07 17:42:05.218,20.0,37.0,232
2023-12-07 17:42:04.219,20.0,37.0,231
2023-12-07 17:42:03.211,20.0,37.0,250
2023-12-07 17:42:02.208,20.0,37.0,247
2023-12-07 17:42:01.200,20.0,37.0,250
2023-12-07 17:42:00.201,20.0,37.0,256
2023-12-07 17:41:59.193,20.0,37.0,256
2023-12-07 17:41:58.190,20.0,37.0,258
2023-12-07 17:41:57.182,20.0,37.0,256
2023-12-07 17:41:56.183,20.0,37.0,258
2023-12-07 17:41:55.175,20.0,37.1,254
2023-12-07 17:41:54.175,20.0,37.1,258
2023-12-07 17:41:53.168,20.0,37.0,256
2023-12-07 17:41:52.164,20.0,37.0,260
2023-12-07 17:41:51.157,20.0,36.9,256
2023-12-07 17:41:50.157,20.0,36.9,258
2023-12-07 17:41:49.149,20.0,36.9,258
2023-12-07 17:41:48.146,20.0,36.9,256
2023-12-07 17:41:47.138,20.0,36.9,258
2023-12-07 17:41:46.139,20.0,36.9,256
2023-12-07 17:41:45.131,20.0,36.9,256
2023-12-07 17:41:44.132,20.0,36.9,256
2023-12-07 17:41:43.124,20.0,36.9,258
2023-12-07 17:41:42.121,20.0,36.9,256
2023-12-07 17:41:41.113,20.0,36.9,256
2023-12-07 17:41:40.114,20.0,36.9,247
2023-12-07 17:41:39.106,20.0,36.9,250
2023-12-07 17:41:38.102,20.0,36.9,250
2023-12-07 17:41:37.095,20.1,37.1,252
2023-12-07 17:41:36.095,20.1,37.1,247
2023-12-07 17:41:35.088,20.0,37.1,250
2023-12-07 17:41:34.088,20.0,37.1,249
2023-12-07 17:41:33.080,20.0,37.1,250
2023-12-07 17:41:32.077,20.0,37.1,250
2023-12-07 17:41:31.069,20.1,37.2,249
2023-12-07 17:41:30.070,20.1,37.2,254
2023-12-07 17:41:29.062,20.1,37.3,256
2023-12-07 17:41:28.058,20.1,37.3,254
2023-12-07 17:41:27.051,20.1,37.3,254
2023-12-07 17:41:26.052,20.1,37.3,254
2023-12-07 17:41:25.044,20.1,37.4,252
2023-12-07 17:41:24.040,20.1,37.4,252
2023-12-07 17:41:23.032,20.1,37.4,252
2023-12-07 17:41:22.033,20.1,37.4,254
2023-12-07 17:41:21.026,20.1,37.4,252
2023-12-07 17:41:20.026,20.1,37.4,252
2023-12-07 17:41:19.019,20.1,37.5,252
2023-12-07 17:41:18.015,20.1,37.5,252
2023-12-07 17:41:17.007,20.1,37.6,250
2023-12-07 17:41:16.008,20.1,37.6,252
2023-12-07 17:41:15.001,20.1,37.7,252
2023-12-07 17:41:14.001,20.1,37.7,252
2023-12-07 17:41:12.993,20.1,37.8,252
2023-12-07 17:41:11.990,20.1,37.8,181
2023-12-07 17:41:10.982,20.1,37.8,240
2023-12-07 17:41:09.987,20.1,37.8,254
2023-12-07 17:41:08.979,20.1,37.8,256
2023-12-07 17:41:07.975,20.1,37.8,256
2023-12-07 17:41:06.968,20.1,37.8,256
2023-12-07 17:41:05.968,20.1,37.8,256
2023-12-07 17:41:04.961,20.1,37.8,254
2023-12-07 17:41:03.961,20.1,37.8,254
2023-12-07 17:41:02.953,20.1,37.9,256
2023-12-07 17:41:01.950,20.1,37.9,256
2023-12-07 17:41:00.942,20.1,37.9,256
2023-12-07 17:40:59.943,20.1,37.9,256
2023-12-07 17:40:58.935,20.1,37.9,256
2023-12-07 17:40:57.932,20.1,37.9,260
2023-12-07 17:40:56.924,20.1,38.0,256
2023-12-07 17:40:55.925,20.1,38.0,252
2023-12-07 17:40:54.917,20.1,38.1,250
2023-12-07 17:40:53.914,20.1,38.1,250
2023-12-07 17:40:52.907,20.1,38.3,250
2023-12-07 17:40:51.906,20.1,38.3,254
2023-12-07 17:40:50.899,20.1,38.4,252
2023-12-07 17:40:49.899,20.1,38.4,252
2023-12-07 17:40:48.892,20.1,38.4,252
2023-12-07 17:40:47.888,20.1,38.4,252
2023-12-07 17:40:46.881,20.1,38.5,252
2023-12-07 17:40:45.881,20.1,38.5,250
2023-12-07 17:40:44.874,20.1,38.5,250
2023-12-07 17:40:43.874,20.1,38.5,250
2023-12-07 17:40:42.867,20.1,38.6,252
2023-12-07 17:40:41.863,20.1,38.6,250
2023-12-07 17:40:40.855,20.1,38.7,252
2023-12-07 17:40:39.856,20.1,38.7,250
2023-12-07 17:40:38.848,20.1,38.8,250
2023-12-07 17:40:37.845,20.1,38.8,250
2023-12-07 17:40:36.837,20.1,38.8,250
2023-12-07 17:40:35.838,20.1,38.8,254
2023-12-07 17:40:34.830,20.1,38.9,256
2023-12-07 17:40:33.831,20.1,38.9,256
2023-12-07 17:40:32.823,20.1,38.9,256
2023-12-07 17:40:31.819,20.1,38.9,256
2023-12-07 17:40:30.811,20.1,39.0,254
2023-12-07 17:40:29.812,20.1,39.0,250
2023-12-07 17:40:28.805,20.1,39.1,250
2023-12-07 17:40:27.801,20.1,39.1,250
2023-12-07 17:40:26.793,20.1,39.2,256
2023-12-07 17:40:25.794,20.1,39.2,254
2023-12-07 17:40:24.786,20.1,39.4,254
2023-12-07 17:40:23.787,20.1,39.4,256
2023-12-07 17:40:22.779,20.1,39.4,254
2023-12-07 17:40:21.776,20.1,39.4,256
2023-12-07 17:40:20.768,20.1,39.4,256
2023-12-07 17:40:19.769,20.1,39.4,256
2023-12-07 17:40:18.761,20.1,39.2,254
2023-12-07 17:40:17.762,20.1,39.2,256
2023-12-07 17:40:16.754,20.1,39.0,256
2023-12-07 17:40:15.751,20.1,39.0,256
2023-12-07 17:40:14.743,20.1,39.2,256
2023-12-07 17:40:13.743,20.1,39.2,254
2023-12-07 17:40:12.736,20.1,39.4,256
2023-12-07 17:40:11.732,20.1,39.4,254
2023-12-07 17:40:10.725,20.1,39.5,254
2023-12-07 17:40:09.729,20.1,39.5,250
2023-12-07 17:40:08.721,20.1,39.4,194
2023-12-07 17:40:07.722,20.1,39.4,193
2023-12-07 17:40:06.714,20.1,39.1,197
2023-12-07 17:40:05.710,20.1,39.1,198
2023-12-07 17:40:04.702,20.1,38.9,204
2023-12-07 17:40:03.703,20.1,38.9,205
2023-12-07 17:40:02.696,20.1,38.9,203
2023-12-07 17:40:01.692,20.1,38.9,193
2023-12-07 17:40:00.684,20.1,39.0,247
2023-12-07 17:39:59.685,20.1,39.0,252
2023-12-07 17:39:58.678,20.1,39.0,256
2023-12-07 17:39:57.678,20.1,39.0,254
2023-12-07 17:39:56.670,20.1,38.5,254
2023-12-07 17:39:55.667,20.1,38.5,256
2023-12-07 17:39:54.659,20.1,38.5,252
2023-12-07 17:39:53.660,20.1,38.5,256
2023-12-07 17:39:52.652,20.1,38.6,254
2023-12-07 17:39:51.653,20.1,38.6,254
2023-12-07 17:39:50.645,20.1,38.7,254
2023-12-07 17:39:49.642,20.1,38.7,256
2023-12-07 17:39:48.634,20.1,38.8,254
2023-12-07 17:39:47.634,20.1,38.8,254
2023-12-07 17:39:46.627,20.1,38.8,254
2023-12-07 17:39:45.623,20.1,38.8,256
2023-12-07 17:39:44.616,20.1,38.8,254
2023-12-07 17:39:43.616,20.1,38.8,256
2023-12-07 17:39:42.608,20.1,38.6,254
2023-12-07 17:39:41.609,20.1,38.6,254
2023-12-07 17:39:40.601,20.1,38.3,254
2023-12-07 17:39:39.598,20.1,38.3,254
2023-12-07 17:39:38.590,20.1,37.8,254
2023-12-07 17:39:37.591,20.1,37.8,254
2023-12-07 17:39:36.583,20.1,37.9,256
2023-12-07 17:39:35.580,20.1,37.9,252
2023-12-07 17:39:34.572,20.1,38.0,254
2023-12-07 17:39:33.573,20.1,38.0,256
2023-12-07 17:39:32.565,20.1,38.1,254
2023-12-07 17:39:31.566,20.1,38.1,256
2023-12-07 17:39:30.558,20.1,38.3,256
2023-12-07 17:39:29.554,20.1,38.3,256
2023-12-07 17:39:28.547,20.1,38.5,254
2023-12-07 17:39:27.547,20.1,38.5,254
2023-12-07 17:39:26.540,20.1,38.6,254
2023-12-07 17:39:25.536,20.1,38.6,254
2023-12-07 17:39:24.529,20.1,38.7,256
2023-12-07 17:39:23.529,20.1,38.7,254
2023-12-07 17:39:22.521,20.1,38.8,252
2023-12-07 17:39:21.522,20.1,38.8,254
2023-12-07 17:39:20.514,20.1,38.6,254
2023-12-07 17:39:19.511,20.1,38.6,254
2023-12-07 17:39:18.503,20.1,38.2,254
2023-12-07 17:39:17.504,20.1,38.2,254
2023-12-07 17:39:16.496,20.1,38.3,254
2023-12-07 17:39:15.492,20.1,38.3,256
2023-12-07 17:39:14.485,20.1,38.3,254
2023-12-07 17:39:13.486,20.1,38.3,256
2023-12-07 17:39:12.478,20.1,38.3,256
2023-12-07 17:39:11.479,20.1,38.3,256
2023-12-07 17:39:10.471,20.1,38.4,256
2023-12-07 17:39:09.471,20.1,38.4,256
2023-12-07 17:39:08.464,20.1,38.4,254
2023-12-07 17:39:07.465,20.1,38.4,256
2023-12-07 17:39:06.457,20.1,38.4,252
2023-12-07 17:39:05.454,20.1,38.4,256
2023-12-07 17:39:04.450,20.1,37.9,256
2023-12-07 17:39:03.446,20.1,37.9,256
2023-12-07 17:39:02.439,20.1,37.9,256
2023-12-07 17:39:01.439,20.1,37.9,258
2023-12-07 17:39:00.431,20.1,37.9,256
2023-12-07 17:38:59.428,20.1,37.9,260
2023-12-07 17:38:58.420,20.1,38.0,256
2023-12-07 17:38:57.421,20.1,38.0,256
2023-12-07 17:38:56.414,20.1,38.0,252
2023-12-07 17:38:55.410,20.1,38.0,256
2023-12-07 17:38:54.402,20.1,38.1,260
2023-12-07 17:38:53.403,20.1,38.1,256
2023-12-07 17:38:52.395,20.1,38.1,258
2023-12-07 17:38:51.396,20.1,38.1,256
2023-12-07 17:38:50.388,20.1,38.2,258
2023-12-07 17:38:49.384,20.1,38.2,256
2023-12-07 17:38:48.377,20.1,38.3,258
2023-12-07 17:38:47.377,20.1,38.3,256
2023-12-07 17:38:46.370,20.1,38.3,258
2023-12-07 17:38:45.366,20.1,38.3,256
2023-12-07 17:38:44.359,20.1,38.4,256
2023-12-07 17:38:43.359,20.1,38.4,252
2023-12-07 17:38:42.351,20.1,38.4,256
2023-12-07 17:38:41.352,20.1,38.4,256
2023-12-07 17:38:40.345,20.1,38.4,254
2023-12-07 17:38:39.341,20.1,38.4,258
2023-12-07 17:38:38.333,20.1,38.4,258
2023-12-07 17:38:37.334,20.1,38.4,258
2023-12-07 17:38:36.326,20.1,38.4,256
2023-12-07 17:38:35.323,20.1,38.4,256
2023-12-07 17:38:34.315,20.1,38.5,256
2023-12-07 17:38:33.316,20.1,38.5,252
2023-12-07 17:38:32.308,20.1,38.5,252
2023-12-07 17:38:31.308,20.1,38.5,252
2023-12-07 17:38:30.301,20.2,38.6,256
2023-12-07 17:38:29.297,20.2,38.6,256
2023-12-07 17:38:28.290,20.1,38.5,254
2023-12-07 17:38:27.290,20.1,38.5,256
2023-12-07 17:38:26.283,20.1,38.3,254
2023-12-07 17:38:25.283,20.1,38.3,256
2023-12-07 17:38:24.276,20.1,38.0,256
2023-12-07 17:38:23.272,20.1,38.0,256
2023-12-07 17:38:22.264,20.1,38.0,254
2023-12-07 17:38:21.265,20.1,38.0,256
2023-12-07 17:38:20.257,20.1,38.1,254
2023-12-07 17:38:19.254,20.1,38.1,252
2023-12-07 17:38:18.246,20.1,38.1,252
2023-12-07 17:38:17.247,20.1,38.1,256
2023-12-07 17:38:16.239,20.2,38.3,254
2023-12-07 17:38:15.236,20.2,38.3,250
2023-12-07 17:38:14.228,20.1,38.4,250
2023-12-07 17:38:13.229,20.1,38.4,250
2023-12-07 17:38:12.221,20.1,38.6,250
2023-12-07 17:38:11.222,20.1,38.6,250
2023-12-07 17:38:10.214,20.1,38.6,250
2023-12-07 17:38:09.216,20.1,38.6,250
2023-12-07 17:38:08.208,20.1,38.6,252
2023-12-07 17:38:07.209,20.1,38.6,254
2023-12-07 17:38:06.201,20.1,38.6,256
2023-12-07 17:38:05.201,20.1,38.6,256
2023-12-07 17:38:04.194,20.2,38.8,256
2023-12-07 17:38:03.190,20.2,38.8,254
2023-12-07 17:38:02.183,20.1,38.7,256
2023-12-07 17:38:01.183,20.1,38.7,258
2023-12-07 17:38:00.175,20.1,38.7,254
2023-12-07 17:37:59.172,20.1,38.7,254
2023-12-07 17:37:58.164,20.1,38.7,252
2023-12-07 17:37:57.165,20.1,38.7,256
2023-12-07 17:37:56.157,20.1,38.7,256
2023-12-07 17:37:55.159,20.1,38.7,256
2023-12-07 17:37:54.150,20.1,38.8,256
2023-12-07 17:37:53.147,20.1,38.8,256
2023-12-07 17:37:52.139,20.1,38.8,256
2023-12-07 17:37:51.140,20.1,38.8,256
2023-12-07 17:37:50.132,20.1,38.1,256
2023-12-07 17:37:49.129,20.1,38.1,256
2023-12-07 17:37:48.121,20.1,38.1,254
2023-12-07 17:37:47.121,20.1,38.1,256
2023-12-07 17:37:46.114,20.1,38.1,254
2023-12-07 17:37:45.114,20.1,38.1,254
2023-12-07 17:37:44.106,20.1,38.1,254
2023-12-07 17:37:43.103,20.1,38.1,256
2023-12-07 17:37:42.096,20.1,38.2,254
2023-12-07 17:37:41.096,20.1,38.2,254
2023-12-07 17:37:40.088,20.2,38.3,254
2023-12-07 17:37:39.085,20.2,38.3,254
2023-12-07 17:37:38.077,20.1,38.3,254
2023-12-07 17:37:37.078,20.1,38.3,256
2023-12-07 17:37:36.070,20.2,38.4,256
2023-12-07 17:37:35.066,20.2,38.4,256
2023-12-07 17:37:34.059,20.2,38.5,254
2023-12-07 17:37:33.060,20.2,38.5,256
2023-12-07 17:37:32.052,20.2,38.5,256
2023-12-07 17:37:31.053,20.2,38.5,254
2023-12-07 17:37:30.045,20.2,38.6,256
2023-12-07 17:37:29.042,20.2,38.6,256
2023-12-07 17:37:28.034,20.2,38.7,252
2023-12-07 17:37:27.034,20.2,38.7,256
2023-12-07 17:37:26.027,20.2,38.8,249
2023-12-07 17:37:25.027,20.2,38.8,252
2023-12-07 17:37:24.020,20.2,38.8,256
2023-12-07 17:37:23.016,20.2,38.8,254
2023-12-07 17:37:22.009,20.2,38.6,254
2023-12-07 17:37:21.009,20.2,38.6,252
2023-12-07 17:37:20.001,20.2,38.5,256
2023-12-07 17:37:18.998,20.2,38.5,256
2023-12-07 17:37:17.990,20.2,38.6,254
2023-12-07 17:37:16.991,20.2,38.6,258
2023-12-07 17:37:15.983,20.2,38.7,256
2023-12-07 17:37:14.984,20.2,38.7,260
2023-12-07 17:37:13.976,20.2,38.8,256
2023-12-07 17:37:12.972,20.2,38.8,256
2023-12-07 17:37:11.965,20.2,38.8,256
2023-12-07 17:37:10.966,20.2,38.8,258
2023-12-07 17:37:09.958,20.2,38.9,258
2023-12-07 17:37:08.959,20.2,38.9,254
2023-12-07 17:37:07.952,20.2,38.9,256
2023-12-07 17:37:06.953,20.2,38.9,254
2023-12-07 17:37:05.945,20.2,38.8,256
2023-12-07 17:37:04.945,20.2,38.8,256
2023-12-07 17:37:03.938,20.2,38.7,252
2023-12-07 17:37:02.934,20.2,38.7,256
2023-12-07 17:37:01.927,20.2,38.5,258
2023-12-07 17:37:00.927,20.2,38.5,256
2023-12-07 17:36:59.920,20.2,38.5,260
2023-12-07 17:36:58.920,20.2,38.5,256
2023-12-07 17:36:57.913,20.2,38.4,250
2023-12-07 17:36:56.909,20.2,38.4,252
2023-12-07 17:36:55.901,20.2,38.5,250
2023-12-07 17:36:54.902,20.2,38.5,252
2023-12-07 17:36:53.894,20.2,38.5,252
2023-12-07 17:36:52.891,20.2,38.5,256
2023-12-07 17:36:51.883,20.2,38.5,256
2023-12-07 17:36:50.884,20.2,38.5,256
2023-12-07 17:36:49.876,20.2,38.5,258
2023-12-07 17:36:48.877,20.2,38.5,256
2023-12-07 17:36:47.869,20.2,38.5,256
2023-12-07 17:36:46.865,20.2,38.5,256
2023-12-07 17:36:45.858,20.2,38.4,256
2023-12-07 17:36:44.858,20.2,38.4,256
2023-12-07 17:36:43.851,20.2,38.3,256
2023-12-07 17:36:42.851,20.2,38.3,258
2023-12-07 17:36:41.844,20.2,38.3,256
2023-12-07 17:36:40.840,20.2,38.3,258
2023-12-07 17:36:39.832,20.2,38.4,254
2023-12-07 17:36:38.833,20.2,38.4,256
2023-12-07 17:36:37.825,20.2,38.4,256
2023-12-07 17:36:36.822,20.2,38.4,258
2023-12-07 17:36:35.814,20.2,38.3,258
2023-12-07 17:36:34.815,20.2,38.3,256
2023-12-07 17:36:33.807,20.2,38.3,256
2023-12-07 17:36:32.804,20.2,38.3,256
2023-12-07 17:36:31.796,20.2,38.3,256
2023-12-07 17:36:30.796,20.2,38.3,258
2023-12-07 17:36:29.789,20.2,38.3,256
2023-12-07 17:36:28.790,20.2,38.3,254
2023-12-07 17:36:27.782,20.2,38.3,256
2023-12-07 17:36:26.778,20.2,38.3,252
2023-12-07 17:36:25.771,20.2,38.3,252
